Unnamed: 0,ORG Name,ORG Link,Size,Sector,Country,Region,Report,download
569,Sephaku Holdings,https://database.globalreporting.org/organizations/4670/,Large,Mining,za,Africa,"['2019 - Non - GRI Non - GRI9ccedb49dc75867d3a2e6b3cad611b3d.pdf', '2018 - Non - GRI Non - GRI1400529f2fa30e714f401b885ea03ff4.pdf', '2017 - Non - GRI Non - GRI3fdffcaa98449da5397bed5e681f18e4.pdf', '2016 - Non - GRI Non - GRI8875f72ef068019315f805e9f726d344.pdf', '2015 - Non - GRI Non - GRI5052ba652a274b9b53d2975f8c138d54.pdf', '2014 - Non - GRI Non - GRI57f364949c6498faaab7453cfae38e00.pdf', '2013 - Non - GRI Non - GRIa578c1c34320f76b537db3c6d6661112.pdf', '2012 - GRI - G3 GRI - G37b0661181906b6cb8c0186c79b9a8fed.pdf', '2011 - Non - GRI Non - GRIa06558d2970e859f4b880a26985ae3fc.pdf']","['https://sdd-pdf.s3.amazonaws.com/report-pdfs/2019/9ccedb49dc75867d3a2e6b3cad611b3d.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2018/1400529f2fa30e714f401b885ea03ff4.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2017/3fdffcaa98449da5397bed5e681f18e4.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2016/8875f72ef068019315f805e9f726d344.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2015/5052ba652a274b9b53d2975f8c138d54.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2014/57f364949c6498faaab7453cfae38e00.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2013/a578c1c34320f76b537db3c6d6661112.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2012/7b0661181906b6cb8c0186c79b9a8fed.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2011/a06558d2970e859f4b880a26985ae3fc.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA']"
570,Seplat Petroleum,https://database.globalreporting.org/organizations/13668/,Large,Energy,ng,Africa,"['2018 - Non - GRI Non - GRIe9b04981455583501d985b394220b30a.pdf', '2017 - Non - GRI Non - GRI8b9916f9136c76fb0d469244920f17c4.pdf', '2016 - Non - GRI Non - GRIc2a5a03cde9bd079a2bb0f2c1f9f3d1d.pdf', '2015 - Non - GRI Non - GRId521fd6a4c54d5956781aeedb75cf584.pdf']","['https://sdd-pdf.s3.amazonaws.com/report-pdfs/2018/e9b04981455583501d985b394220b30a.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2017/8b9916f9136c76fb0d469244920f17c4.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2016/c2a5a03cde9bd079a2bb0f2c1f9f3d1d.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2015/d521fd6a4c54d5956781aeedb75cf584.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA']"
571,Seven Energy Nigeria,https://database.globalreporting.org/organizations/9713/,Large,Energy,ng,Africa,"['2016 - GRI - G4 GRI - G427b6ddd8de7d20af3ed83893bfc4c49b.pdf', '2015 - GRI - G4 GRI - G4799724a409cf690f65bc80c390bcfe9b.pdf', '2014 - Citing - GRI Citing - GRI5d6fc573df9c419dfb17417acf31e264.pdf', '2013 - Non - GRI Non - GRI40d8b91e7efb20bfd57478185c3b346b.pdf']","['https://sdd-pdf.s3.amazonaws.com/report-pdfs/2016/27b6ddd8de7d20af3ed83893bfc4c49b.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2015/799724a409cf690f65bc80c390bcfe9b.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2014/5d6fc573df9c419dfb17417acf31e264.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2013/40d8b91e7efb20bfd57478185c3b346b.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA']"
572,Seychelles Breweries,https://database.globalreporting.org/organizations/570/,SME,Food and Beverage Products,sc,Africa,['2005 - GRI - G2 GRI - G208ba2767fcc8e12a21991aed71dc4d41.pdf'],['https://sdd-pdf.s3.amazonaws.com/report-pdfs/2005/08ba2767fcc8e12a21991aed71dc4d41.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA']
573,Shoprite,https://database.globalreporting.org/organizations/2599/,MNE,Retailers,za,Africa,"['2019 - Non - GRI Non - GRI6169460d23b78c4ceba2ff37c36c3f92.pdf', '2018 - Non - GRI Non - GRI020fd08d504c0d66a761ed373e3367e1.pdf', '2017 - Non - GRI Non - GRIf7503e7380cb6e4bd6f287993378d935.pdf', '2016 - Non - GRI Non - GRI152f038394ba85c1f6e6e1c1b0c6b9d7.pdf', '2015 - Non - GRI Non - GRI54386fb0f7d61b940253f3ac8af4d316.pdf', '2014 - Non - GRI Non - GRI1ed356637d399043b60bcfeda469023c.pdf', '2013 - Citing - GRI Citing - GRIe1a23eda9a4144bba711180a9777a97b.pdf', '2012 - GRI - G3 GRI - G3438e8c806d629c3750d49c431e174676.pdf', '2010 - GRI - G3 GRI - G3143483aa63430066a1aa930db4ff94e9.pdf']","['https://sdd-pdf.s3.amazonaws.com/report-pdfs/2019/6169460d23b78c4ceba2ff37c36c3f92.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2018/020fd08d504c0d66a761ed373e3367e1.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2017/f7503e7380cb6e4bd6f287993378d935.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2016/152f038394ba85c1f6e6e1c1b0c6b9d7.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2015/54386fb0f7d61b940253f3ac8af4d316.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2014/1ed356637d399043b60bcfeda469023c.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2013/e1a23eda9a4144bba711180a9777a97b.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2012/438e8c806d629c3750d49c431e174676.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2010/143483aa63430066a1aa930db4ff94e9.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA']"
574,Sibanye-Stillwater,https://database.globalreporting.org/organizations/6698/,Large,Mining,za,Africa,"['2018 - GRI - Standards GRI - Standards13aed5aa5d799cca7bed5de7edf4f935.pdf', '2018 - GRI - G4 GRI - G40a4bbd2ba75986bef2125bfe220c2cfe.pdf', '2017 - GRI - G4 GRI - G48d052b2b4a7c21e71e65bf732f77cc83.pdf', '2016 - GRI - G4 GRI - G4047c741d7afd8d22b2266729974a4a5b.pdf', '2015 - GRI - G4 GRI - G4e30cb203e08afb071bb8f854f7fd5132.pdf', '2014 - GRI - G4 GRI - G436837022216f5b48a5488dfd672cfe96.pdf', '2013 - Non - GRI Non - GRI2739bb6c4a231ed4b0f9ff82764f6108.pdf', '2012 - Citing - GRI Citing - GRI9232fab49850afb98a0bdd48de12e477.pdf']","['https://sdd-pdf.s3.amazonaws.com/report-pdfs/2018/13aed5aa5d799cca7bed5de7edf4f935.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2018/0a4bbd2ba75986bef2125bfe220c2cfe.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2017/8d052b2b4a7c21e71e65bf732f77cc83.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2016/047c741d7afd8d22b2266729974a4a5b.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2015/e30cb203e08afb071bb8f854f7fd5132.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2014/36837022216f5b48a5488dfd672cfe96.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2013/2739bb6c4a231ed4b0f9ff82764f6108.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2012/9232fab49850afb98a0bdd48de12e477.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA']"
575,SilverBridge,https://database.globalreporting.org/organizations/9318/,Large,Computers,za,Africa,"['2019 - Non - GRI Non - GRI26c0e97b21dbace114847da3eb98054b.pdf', '2018 - Non - GRI Non - GRIce9f7bff276cf79c9abcfd4350d59476.pdf', '2017 - Non - GRI Non - GRI92610c2bb4b818e934f3c009b3f91705.pdf', '2016 - Non - GRI Non - GRIb5ebc1e7b0c02d5166d07e31876dbf15.pdf', '2015 - Non - GRI Non - GRIa1a8996876fbe5171f78204ade923792.pdf', '2014 - Non - GRI Non - GRI9b0347751835e59f2623ab283c73d89b.pdf', '2013 - Citing - GRI Citing - GRIaed6dbd502b77eafe7f409b095fefbf0.pdf', '2012 - Citing - GRI Citing - GRI20e9b6d72c3017d877b835a3d049e5ad.pdf', '2011 - GRI - G3 GRI - G3fbf8c28fb6b7f0c63f42ca5598e8c58d.pdf', '2010 - Citing - GRI Citing - GRI6956d18cd36c2320c03f28647c72948d.pdf']","['https://sdd-pdf.s3.amazonaws.com/report-pdfs/2019/26c0e97b21dbace114847da3eb98054b.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2018/ce9f7bff276cf79c9abcfd4350d59476.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2017/92610c2bb4b818e934f3c009b3f91705.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2016/b5ebc1e7b0c02d5166d07e31876dbf15.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2015/a1a8996876fbe5171f78204ade923792.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2014/9b0347751835e59f2623ab283c73d89b.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2013/aed6dbd502b77eafe7f409b095fefbf0.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2012/20e9b6d72c3017d877b835a3d049e5ad.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2011/fbf8c28fb6b7f0c63f42ca5598e8c58d.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2010/6956d18cd36c2320c03f28647c72948d.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA']"
576,Simbisa Brands Ltd,https://database.globalreporting.org/organizations/16344/,Large,Food and Beverage Products,zw,Africa,"['2018 - GRI - Standards GRI - Standards1dc0842bd27a851d1799af17ac427c52.pdf', '2017 - GRI - G4 GRI - G4942e28f0184a6a0a89ce373ea60ba6a0.pdf']","['https://sdd-pdf.s3.amazonaws.com/report-pdfs/2018/1dc0842bd27a851d1799af17ac427c52.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2017/942e28f0184a6a0a89ce373ea60ba6a0.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA']"
577,Simmer & Jack Mines Limited,https://database.globalreporting.org/organizations/6719/,SME,Mining,za,Africa,['2012 - Non - GRI Non - GRI7596203018788906ca673192ce496181.pdf'],['https://sdd-pdf.s3.amazonaws.com/report-pdfs/2012/7596203018788906ca673192ce496181.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA']
578,Skinwell,https://database.globalreporting.org/organizations/4668/,Large,Household and Personal Products,za,Africa,[],[]
579,Smart Foods Uganda Limited,https://database.globalreporting.org/organizations/22149/,SME,Food and Beverage Products,ug,Africa,['2020 - GRI - Standards GRI - Standards3890338465e9203294e69a5e9b726585.pdf'],['https://sdd-pdf.s3.amazonaws.com/report-pdfs/2020/3890338465e9203294e69a5e9b726585.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA']
580,Sociedade Mineira de Catoca,https://database.globalreporting.org/organizations/16741/,Large,Mining,ao,Africa,"['2017 - Non - GRI Non - GRI049f13be05e3f9b9fea653b3680a6348.pdf', '2016 - Non - GRI Non - GRIe871a18f3a2ce707ed968183bde5482c.pdf']","['https://sdd-pdf.s3.amazonaws.com/report-pdfs/2017/049f13be05e3f9b9fea653b3680a6348.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2016/e871a18f3a2ce707ed968183bde5482c.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA']"
581,Société de Distribution d'eau de Côte d'Ivoire (SODECI),https://database.globalreporting.org/organizations/13615/,Large,Water Utilities,ci,Africa,"['2018 - GRI - G4 GRI - G46aa867b69078dee240c6e8285eeb13ab.pdf', '2017 - GRI - G4 GRI - G4179319cba413e44cc8a5b12958d344df.pdf', '2016 - GRI - G4 GRI - G48690518c21cbcd4366139ef9fb871f79.pdf', '2015 - GRI - G4 GRI - G4305ea66aee9fea0a2b6e07fd307e48fe.pdf']","['https://sdd-pdf.s3.amazonaws.com/report-pdfs/2018/6aa867b69078dee240c6e8285eeb13ab.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2017/179319cba413e44cc8a5b12958d344df.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2016/8690518c21cbcd4366139ef9fb871f79.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2015/305ea66aee9fea0a2b6e07fd307e48fe.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA']"
582,Société D'Énergie Et D'Eau Du Gabon VEOLIA EAU,https://database.globalreporting.org/organizations/16767/,Large,Water Utilities,ga,Africa,"['2017 - Non - GRI Non - GRI882bc099423a54af78c3529e88473b9d.pdf', '2016 - Non - GRI Non - GRI44a47268604b1ce4c2500050c87c2287.pdf']","['https://sdd-pdf.s3.amazonaws.com/report-pdfs/2017/882bc099423a54af78c3529e88473b9d.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2016/44a47268604b1ce4c2500050c87c2287.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA']"
583,Société General Burkina Faso,https://database.globalreporting.org/organizations/16762/,Large,Financial Services,bf,Africa,"['2018 - Non - GRI Non - GRIe1d5163333be27d1021931a3420599eb.pdf', '2017 - Non - GRI Non - GRI296cde17896e3c500dcdad7d816342f8.pdf', '2016 - Non - GRI Non - GRIbe69d40f9e6468a3f67e51b219b8e025.pdf']","['https://sdd-pdf.s3.amazonaws.com/report-pdfs/2018/e1d5163333be27d1021931a3420599eb.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2017/296cde17896e3c500dcdad7d816342f8.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2016/be69d40f9e6468a3f67e51b219b8e025.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA']"
584,Societe Generale Cameroun,https://database.globalreporting.org/organizations/16764/,Large,Financial Services,cm,Africa,['2017 - Non - GRI Non - GRIa348bb7b84ae34b3f41484e0d1ef4ad9.pdf'],['https://sdd-pdf.s3.amazonaws.com/report-pdfs/2017/a348bb7b84ae34b3f41484e0d1ef4ad9.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA']
585,Sonasid,https://database.globalreporting.org/organizations/22941/,Large,Construction Materials,ma,Africa,['2020 - Non - GRI Non - GRIc4068c070aa4b115346ad5e921df0145.pdf'],['https://sdd-pdf.s3.amazonaws.com/report-pdfs/2020/c4068c070aa4b115346ad5e921df0145.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA']
586,Sonatel,https://database.globalreporting.org/organizations/17074/,Large,Telecommunications,sn,Africa,"['2018 - Non - GRI Non - GRI4315871c871e3f2efd45f688e6bea51a.pdf', '2017 - Non - GRI Non - GRI9dec84a80f1680a75369e4c7a3cabbeb.pdf', '2016 - Non - GRI Non - GRI9d849fae46e7269f23710b2c94a412c1.pdf']","['https://sdd-pdf.s3.amazonaws.com/report-pdfs/2018/4315871c871e3f2efd45f688e6bea51a.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2017/9dec84a80f1680a75369e4c7a3cabbeb.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2016/9d849fae46e7269f23710b2c94a412c1.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA']"
587,South African Breweries,https://database.globalreporting.org/organizations/5260/,Large,Food and Beverage Products,za,Africa,[],[]
588,South African coal mining,https://database.globalreporting.org/organizations/7440/,Large,Mining,za,Africa,"['2015 - Non - GRI Non - GRI5e8a6f782aaead76a566e4729d0c8054.pdf', '2014 - Non - GRI Non - GRI84ba4dd16f4d07d5230b68873af69339.pdf', '2013 - Non - GRI Non - GRI6836413ce349a48ab7c738200f082e98.pdf', '2012 - Non - GRI Non - GRI88d306d8ce0901453b87264207a77a84.pdf']","['https://sdd-pdf.s3.amazonaws.com/report-pdfs/2015/5e8a6f782aaead76a566e4729d0c8054.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2014/84ba4dd16f4d07d5230b68873af69339.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2013/6836413ce349a48ab7c738200f082e98.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2012/88d306d8ce0901453b87264207a77a84.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA']"
589,Southern Electricity Company,https://database.globalreporting.org/organizations/9319/,SME,Energy Utilities,za,Africa,[],[]
590,South Ocean,https://database.globalreporting.org/organizations/4667/,Large,Financial Services,za,Africa,"['2019 - Non - GRI Non - GRIaa8b51083e4daff736d76310a9fa2237.pdf', '2018 - Non - GRI Non - GRI2a074a8ec6870bc6ae0ae70c7aa6a2ae.pdf', '2017 - Non - GRI Non - GRI4e1d6465cb4e22188629dd2ca98bfafd.pdf', '2016 - Non - GRI Non - GRI2cfcbe3f34097dac7fe2c17184271c39.pdf', '2015 - Citing - GRI Citing - GRIe317a18fc3463affb0092a2c9c737cfe.pdf', '2014 - Citing - GRI Citing - GRI8a1eea260343f77ce787c73416f52435.pdf', '2013 - Citing - GRI Citing - GRIf72e8a32a68754939b98eb8df6e39d85.pdf', '2011 - Non - GRI Non - GRI0d718437b6d21427eda61b9b327ae3bc.pdf', '2010 - Non - GRI Non - GRI0d65985b75aface4f6b05d4ec89ec9c6.pdf']","['https://sdd-pdf.s3.amazonaws.com/report-pdfs/2019/aa8b51083e4daff736d76310a9fa2237.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2018/2a074a8ec6870bc6ae0ae70c7aa6a2ae.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2017/4e1d6465cb4e22188629dd2ca98bfafd.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2016/2cfcbe3f34097dac7fe2c17184271c39.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2015/e317a18fc3463affb0092a2c9c737cfe.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2014/8a1eea260343f77ce787c73416f52435.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2013/f72e8a32a68754939b98eb8df6e39d85.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2011/0d718437b6d21427eda61b9b327ae3bc.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2010/0d65985b75aface4f6b05d4ec89ec9c6.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA']"
591,Sovereign Food,https://database.globalreporting.org/organizations/4665/,Large,Food and Beverage Products,za,Africa,"['2017 - Citing - GRI Citing - GRI5d7d0616f25559886f3b97d3dfc09ec7.pdf', '2016 - Citing - GRI Citing - GRI71f0d4186dfe8f2f52d0cdb4a4758634.pdf', '2015 - GRI - G3 GRI - G3650498c3579fca3db8c21441f3a15962.pdf', '2014 - GRI - G3 GRI - G3f8c8a11d36073cbe53179a2d764120f0.pdf', '2013 - Non - GRI Non - GRIcde4d28a61b22757b6c31fbe705b42bf.pdf', '2012 - GRI - G3 GRI - G3fa5e8e78f6bbae6e6e1e67403aef0420.pdf', '2011 - Non - GRI Non - GRIf2292d3af72ff108c8faa00e211c7a1c.pdf', '2010 - Non - GRI Non - GRI4e1ed0a92a33fe3aa999658269f17521.pdf']","['https://sdd-pdf.s3.amazonaws.com/report-pdfs/2017/5d7d0616f25559886f3b97d3dfc09ec7.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2016/71f0d4186dfe8f2f52d0cdb4a4758634.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2015/650498c3579fca3db8c21441f3a15962.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2014/f8c8a11d36073cbe53179a2d764120f0.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2013/cde4d28a61b22757b6c31fbe705b42bf.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2012/fa5e8e78f6bbae6e6e1e67403aef0420.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2011/f2292d3af72ff108c8faa00e211c7a1c.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2010/4e1ed0a92a33fe3aa999658269f17521.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA']"
