,file name,page number,text
46,Cape Town International Convention Centre Company SOC Ltd (RF).pdf,1,"b""14 November 2008 The Secretary General United Nations New York NY 10017 USA Dear Sir - PARTICIPATION IN THE GLOBAL COMPACT Our Company, the Cape Town International Convention Centre Company (Pty) Ltd embraces, supports and enacts, within our sphere of influence, the set of core values in the areas of human rights, labour standards, the environment and anti-corruption, developed by the Global Compact. We therefore wish to participate, as. a company, in the Global Compact. We intend setting in motion, where necessary, changes to our business operations so that the Global Compact and its principles become part of our future strategy, culture and day-to-day operations. We furthermore undertake to publicly advocate the Global Compact and its principles via communications vehicles such as press releases and speeches. and communicate annually. with our stakeholders, action taken fo implement the Global Compact principles. We believe ihat we already publicly advocate a number of the principles of the Global Compact. An example would be our *greening' initiative, which has been undertaken to make our existing building and service more environmentally friendly. We are also planning to expand our existing facilities by nearly doubling our exhibition space. The. new building will be the first six star green rated building in South Africa in terms of the criteria set by the Green Building Council of South Aftica. Attached please find a copy of our Annual Report in which you.can read more about this and other initiatives. As outlined in the report, at the core of our company s ethos is our commitment to the empowerment of persons from historically disadvantaged backgrounds, our Corporate Social investment Program and our preferential procurement strategy. We look forward fo participating in networking and dialogue opportunities in our country and the region in support of the Global Compact principles, and to establishing mutually beneficial relationships with like minded organizations. Yours faithfully LG Rashid Toefy Chief Executive Officer On behalf of the Board of Directors Cape Town International Convention Centre Convention Square, 1 Lower Long Street, Cape Town 8001, South Africa Tel: 427 21.410 5000 Fax: +27 21 410 5001 Email: info@ctconvention.co.za weew.capetownconvention.com DIRECTORS: AM Boraine (Chairman) R Toefy (CEO) SA Fisher MA Gierdien DS Jack $ Monts! TPasiwe Dr LF Platzky OC Skeate HJ Taljaard BP Zozaza COMPANY SECRETARY: MM Thition Cope Town Intemational Convention Centre Company {Pty} Lid (Convenco}, Registration no, 99/007837/07 Holding Company of Cape Town Intemational Convention Centre Operating Company (Pty) Ltd (CTICC) c"""
47,Hydro Power Equipment (Pty) Ltd.pdf,1,"3 May 2018 Tel: +27 11462 1903 H.E. Antdnio Guterres Fax: +2711 462 5098 Secretary General E-mail: sales@hpesa.com Website: www.hpesa.com United Nations New York, NY 10017 USA Dear Mr. Secretary General, It will be a privilege and indeed an honour for HPE to join the fold of global companies who support the 10 principles of the UN Global Compact with respect to human rights, labour, environment and anti-corruption. We believe that due to the nature of its product, its people and its beliefs HPE can be a leader to the world. By being a South African company transformation is a key aspect of business and society in our country with special emphasis on human rights, labour and anti-corruption. HPE is thereby committed in making the Global Compact and the Sustainable Development Goals part of our daily operations and will make this known to our stakeholders and general public. We recognise that a key requirement for participation in the Global Compact is the annual submission of a Communication on Progress (COP) that describes our company s efforts to implement the ten principles. We support public accountability and transparency and therefore commit to report on progress within one year of joining the Global Compact and annually thereafter according to the Global Compact COP policy. This includes; Signed statement by the CEO expressing continued support for the Global Compact and renewing our ongoing commitment. @ Adescription of practical actions that HPE has taken (or plans to undertake) to implement the Global Compact principles in each of the four issue areas. H A measurement of outcomes i.e. key performance indicators HPE pledges continued support to the UN Global Compact and its sustainable development goals and we look forward to showcasing that we are worthy contributors. Yours faithfully CEO Hydro Power Equipment (Pty) Ltd. Reg No 1965/001262/07 19 Precision Street Kya Sand Randburg PO Box 1148 Honeydew 2040 Republic of South Africa Directors: AR Swart (CEO) GPJ Minnitt UFB Kienle IL Noko c'"
48,SSR Chartered Accountants.pdf,1,"WSSR CHARTEREDACCOUNTANTS MA 09 October, 2019 H.E. Antonio Guterres Secretary- General United Nations New York, NY 10017 USA Dear Mr. Secretary-General, Iam pleased to confirm that SSR CHARTERED ACCOUNTANTS supports the Ten Principles of the United Nations Global Compact on human rights, labour, environment and anti-corruption. With this communication, we express our intent to implement those principles. We are committed to making the UN Global Compact and its principles part of the strategy, culture and day-to-day operations of our company, and to engaging in collaborative projects which advance the broader development goals of the United Nations, particularly the Sustainable Development Goals. SSR CHARTERED ACCOUNTANTS will make a clear statement of this commitment to our stakeholders and the general public. We recognize that a key requirement for participation in the UN Global Compact is the annual submission of a Communication on Progress (COP) that describes our company s efforts to implement the Ten Principles. We support public accountability and transparency, and therefore commit to report on progress within one year of joining the UN Global Compact, and annually thereafter according to the UN Global Compact COP policy. This includes: e Astatement signed by the chief executive expressing continued support for the UN Global Compact and renewing our ongoing commitment to the initiative and its principles. This is separate from our initial letter of commitment to join the UN Global Compact. e Adescription of practical actions (i.e., disclosure of any relevant policies, procedures, activities) that the company has taken (or plans to undertake) to implement the UN Global Compact principles in each of the four issue areas (human rights, labour, environment,anti-corruption). e Ameasurement of outcomes (i.e., the degree to which targets/performance indicators were met, or other qualitative or quantitative measurements of results). Sincerely yours, Stephane Ngantchieu Toukam Managing Director aif wreecons tints: sah sis, iii 17 c'"
49,Van Dyck Carpets (Pty) Ltd.pdf,1," See Laem gee Cue Co Reg No. 2000/009013/07 Ci Pe ree een enor] LET aL South Coast Road), Reunion, 4133 | FAX: +27 31 912 1220 pene ee CCA co ec VAN DYCK Friday, July 25, 2014 H.E. Ban Ki-moon Secretary-General United Nations New York, NY 10017 USA Dear Mr. Secretary-General, | am pleased to confirm that Van Dyck Carpets supports the ten principles of the Global Compact on human rights, labour, environment and anti-corruption. With this communication, we express our intent to implement those principles. We are committed to making the Global Compact and its principles part of the strategy, culture and day-to-day operations of our company, and to engaging in collaborative projects which advance the broader development goals of the United Nations, particularly the Millennium Development Goals. Van Dyck Carpets will make a clear statement of this commitment to our stakeholders and the general public. We recognize that a key requirement for participation in the Global Compact is the annual submission of a Communication on Progress (COP) that describes our company s efforts to implement the ten principles. We support public accountability and transparency, and therefore commit to report on progress within one year of joining the Global Compact, and annually thereafter according to the Global Compact COP policy. This includes: - A statement signed by the chief executive expressing continued support for the Global Compact and renewing our ongoing commitment to the initiative and its principles. This is separate from our initial letter of commitment to join the Global Compact. - Adescription of practical actions (i.e., disclosure of any relevant policies, procedures, activities) that the company has taken (or plans to undertake) to implement the Global Compact principles in each of the four issue areas (human rights, labour, environment, anti-corruption). - A measurement of outcomes (i.e., the degree to which targets/performance indicators were met, or other qualitative or quantitative measurements of results). Sincerely yours, Ye Dr Mehran Zarrebini CEO GREENBUILDINGcouNcLaA SABS SABS OC MEMBER ORGANISATION 1s$o 9001 so 14001 DIRECTORS: Pere Cee eel ie ele *(British) **(Belgian) c'"
50,Empanda Pty Ltd.pdf,1,"empanda 10 July 2016 H.E. Ban Ki-moon Secretary-General United Nations New York, NY 10017 USA Dear Mr. Secretary-General, | am pleased to confirm that Empanda Pty Ltd supports the ten principles of the Global Compact on human rights, labour, environment and anti-corruption. With this communication, we express our intent to implement those principles. We are committed to making the Global Compact and its principles part of the strategy, culture and day-to-day operations of our company, and to engaging in collaborative projects which advance the broader development goals of the United Nations, particularly the Sustainable Development Goals. Empanda Pty Ltd will make a clear statement of this commitment to our stakeholders and the general public. We recognize that a key requirement for participation in the Global Compact is the annual submission of a Communication on Progress (COP) that describes our company s efforts to implement the ten principles and support any specialized UN Global Compact issue platform that our company may join at a later date. We support public accountability and transparency, and therefore commit to report on progress within one year of joining the Global Compact, and annually thereafter according to the Global Compact COP policy. This includes: Astatement signed by the chief executive expressing continued support for the Global Compact and renewing our ongoing commitment to the initiative and its principles. This is separate from our initial letter of commitment to join the Global Compact. Adescription of practical actions (i.e., disclosure of any relevant policies, procedures, activities) that the company has taken (or plans to undertake) to implement the Global Compact principles in each of the four issue areas (human rights, labour, environment, anti-corruption). A measurement of outcomes (i.e., the degree to which targets/performance indicators were met, or other qualitative or quantitative measurements of results). Sincerely yours, CWpnan Yours sincerely, CHRISTY HUNTER-CHAPMAN Founder and CEO CHANGE MANAGEMENT * TALENT ACOUISITION + INTERACTIVE LEARNING DIGITAL EXPE physical: emoanda Suite 508, The Business Centre, No ! Bridgeway Road, Bridgeways Precinct, Century City 7441 + postal: Postnet Suite 1027, Private Bag x 2. Cergury City 7446 tel: 427 (0) 21 830 5831 + fax:-427 (0) 86 2061784 + emall:info@empanda.co.za + web: www! c'"
51,Junior Chamber International South Africa.pdf,1,"avgenona Anmenia Ausvalia Ausina Bangladesh Belans Belgium Benin Bolivia Bosma Herzegowina Goiswana Graz Bulgaria Burkina Faso Cameroon Canada Catalonia Chad Colombia Comoros Congo Cote divwire Cyprus Denmark Dominican Republic Dutch Canbbean Ecuador Estonia Finland France Gabon Germany Ghana Greece Guatemala Guinea Halt Honguras Hong Kong, China Hungary Iceland india indonesia Wolang \'srael tly Japan Kenya Korea Latwa Lebanon Lithuania Luxembourg Macao, China Macedonia (FYR) Madagascar Malaysia Maldives Mali Malia Mauritius Merico Monaco Moldova Mongolia Morocco Mozambique Namibia Nepal Netherlands New Zealand Niger Nigeria Norway Pacific Pakistan Panama Paroguay Peru Philippines land Portugal Puerto Rico Romania Russia Rwanda Scotland Senegal Serbia Singapore Slovakia Slovenia Sn Lanka Surname Sweden Switzerland Syia Taiwan Tanzania Thailand Togo Tunisia Turkey United Arab Emirates Uganda Ukraine United Kingdom United States of America Uruguay Venezuela Vienam West indies Zambia Zimbabwe JCI . HE Ban Ki-moon Secretary General United Nations New York, NY 10017 us 12 February 2011 Re: Commitment to the Ten Global Compact Principles Dear Mr. Secretary General On behalf of Junior Chamber International South Africa, I hereby express our commitment, as an organisation and on behalf of our affiliated members, to the ten principles of the United National Global Compact with respect to human rights, labour, the environment and anti-corruption. With this commitment we express our intent to advance these principles within our spheres of influence, and will make a clear statement of this commitment to our stakeholders and the general public. We also pledge to take part in the activities of the UN Global Compact wherever appropriate and feasible - through, for instance, participation in country and local networks; involvement in special initiative and workstreams; engagements in partnership projects.; and reviewing and providing commentary to participating companies on their communication of progress. Best Regards, wr"" Tshepo Thiaku 2011 National President Junior Chamber International South Africa Mobile: + 27 74 117 2762 Email: thlaku@gmail.com Junior Chamber International South Africa The Innovation Centre, 6 Mark Shuttleworth Street, The Innovation Hub, Pretoria, 0087 Tel: + 27 12 844 0753 + Fax+27 86 1162 + e-mail: jcisouthafrica@amail.com + website: www.ici.ce c'"
52,SSMTLRecycle and Waste Management Primary Co-operative Limited.pdf,2," S S MT L Recycle and Waste Management Co-operative Limited & Registration Number: 2017/010944/24 716 Mofokeng Street P.O Box 1453, Call: 0768728133 Ermelo 2350 Ermelo 2350 E-mail: nkambule716@gmail.com 03 August 2019 H.E. Antonio Guterres Secretary- General United Nations New York, NY 10017 USA Dear Mr. Secretary General, lam pleased to confirm that SSMTLRecycle and Waste Management Primary Co-operative Limited supports the Ten Principles of the United Nations Global Compact on human rights , labour, environment and anti-corruption. With this communication, we express our intent to implement those principles. We are committed to making the UN Global Compact and its principles part of the strategy, culture and day-to-day operations of our company, and to engaging in collaborative projects which advance the broader development goals of the United Nations, particularly the Sustainable Development Goals. SSMTLRecycle and Waste Management Primary Co-operative Limited will make a clear statement of this commitment to our stakeholders and the public. We recognise that a key requirement for participation in the UN Global Compact is the annual submission of a Communication on Progress (COP) that describes our company s efforts to implement the Ten Principles. We support public accountability and transparency, and therefore commit to report on progress within one year of joining the UN Global Compact, and annually thereafter according to UN Global Compact COP policy. This includes: * Astatement signed by the Managing Director expressing continued support for the UN Global Compact and renewing our ongoing commitment to the initiative and its principles. This is separate from our initial letter of commitment to join the UN Global Compact. A description of practical actions (i.e. disclosure of any relevant policies, procedures, activities that the company has taken (or plans to undertake to implement the UN Global Compact principles in each of the four issue areas (human rights, labour, environment, anti-corruption). e Measurement outcomes (i.e. degree to which targets/performance indicators are met, or other qualitative or quantitative measurements of results). Sincerely yours, cPR At Mr Thulane William Nkambule Managing Director SSMTLRecycle and Waste Management Primary Co-operative Limited 0768728133 tnkambule716@gmail.com Thulane William Nkambule SSMTL Co-operative Managing Director 0768728133 c'"
53,Genesis Analytics (Pty) Ltd.pdf,1,"G:ENESIS UNLOCKING VALUE 25 January 2018 H.E. Antonio Guterres Secretary General United Nations (UN) New York, NY 10017 USA Sir, Commitment to the UN Global Compact | am writing from Genesis Analytics (Pty) Ltd, an economics-based consulting firm headquartered in Johannesburg, South Africa. Established in 1998, Genesis Analytics works across varied sectors, using our analytical capabilities to improve decision-making and through better decisions, unlock substantial value for our clients and society. | am pleased to confirm that Genesis Analytics supports the Ten Principles of the UN Global Compact with respect to human rights, labour, environment and anti-corruption. As a responsible business, we are committed to aligning our strategies and operations with these universal principles. Driven by our purpose to unlock value that is measurable, we are also committed to engaging in partnerships that advance the broader UN Sustainable Development Goals (SDGs). As a signatory, we understand that accountability matters and recognise the requirement to submit an annual Communication on Progress (COP) that outlines our efforts to operate responsibly, at all times and support society, meaningfully. We therefore commit to report on progress annually after joining the UN Global Compact, and will ensure the following is communicated, in accordance with the COP Policy: e A statement by the chief executive expressing continued support for the UN Global Compact and renewing commitment to the initiative; e Ad escription of practical actions the company has taken or plans to undertake to implement the Global Compact principles; and e Ameasurement of outcomes. Regards, a Stephan Malherbe Chairperson, Genesis Analytics (Pty) Ltd Genesis Analytics (Pty) Ltd The largest economics-based consultancy in Africa Physical 50 Sixth Road, Hyde Park, Johannesburg | Postal PO Box 413431, Craighall, 2024, South Africa Main +27 11994 7000 | Facsimile +27 86 688 2247 | Registration No. 1998/001950/07 www.genesis-analytics.com c'"
54,Symphonia for South Africa NPC.pdf,1,"PARTNERS POSSIBILITY Putting school at the centre of community H.E. Antonio Guterres Symphonia for South Africa NPC Secretary General Contact: Jansie Rautenbach United Nations E-mail: jansie@symphonia.net New York, NY 10017 Date: 19 September 2018 USA Dear Mr. Secretary General, | am pleased to confirm that Symphonia for South Africa NPC supports the ten principles of the UN Global Compact with respect to human rights, labour, environment and anti-corruption. With this commitment, we express our intent to support the Global Compact advancing these principles, and will make a clear statement of this commitment to our stakeholders and the general public. We also pledge to participate in and engage with the UN Global Compact in the following ways: Propose and implement partnerships on corporate sustainability and engage with other stakeholders. e Support UN Global Compact business participants as they implement and report on their sustainability efforts. e Engage with Global Compact Local Networks. e Join and support issue platforms and work streams. We recognize that a key requirement for participation in the Global Compact is the submission of a Communication on Engagement (COE) that describes our organization s efforts to support the implementation of the ten principles and to engage with the Global Compact. We support public accountability and transparency, and therefore commit to report on progress within two years of joining the Global Compact and every two years thereafter according to the Global Compact COE policy. Sincerely yours, Qe Louise van Rhyn CEO & Founder Symphonia for South Africa NPC SYMPHONIA for South Africa Tel +27 (0)21 913 3507 | Fax +27 (0)21 913 3187 | Email pfp@symphonia.net | PO Box 6552, Welgemoed, 7538 www.PFPASA.org Directors: Melanie Burke (Chair), Bruce Thomas (Treasurer), Prof. Priscilla Daniels, Thomas Holtz, Billy Mawasha, Registered NPO # 072-323 PBO # 930-029 Company registration # 2008/029018/08 Dave Morris, Mahmood Sonday, Tracey Swanepoel, Dr Louise van Rhyn, Nina Wellsted c'"
55,Isiziba Community Based Organizations of South Africa.pdf,1,"ISIZIBA Reg. No.: 2006/019197/08 cOrganization granted UN ECOSOC Special consultative status, 1 August 2013 d 4A Northridge Flats, Pigeon Street, Cotswold, 6025 P. O. Box 19189, Linton Grange, Port Elizabeth, 6015. Tel. 27 (41) 364-1312/Cell: 27 (84) 679 7148 E-mail: normanmapela@webmail.co.za; October 09, 2013 H.E. Ban Ki-moon Secretary-General, United Nations, New York, NY 10017, USA. Dear Mr Secretary-General, | am pleased to confirm that Isiziba Community Based Organizations of South Africa supports the ten principles of the UN Global Compact with respect to human rights, labour, environment, and anti-corruption. With this commitment, we express our intent to advance these principles within our sphere of influence, and will make a clear statement of this commitment to our stakeholders and the general public. We also pledge to take part in the activities of the UN Global Compact where appropriate and feasible through, for instance, participation in Country/Local Networks; involvement in specialized initiatives and workstreams; engagement in partnership projects; and reviewing and providing commentary to participating companies on their Communications on Progress. Sincerely yours Mr NORMAN MAPELA President/Executive Director c'"
56,ADG Mobility (Pty) Ltd.pdf,2,"+27 12 804 1233 info@adgm.co.za www.adgm.co.za eS v 371 Asetileen Road, Silvertondale ADG MOBILITY Pretoria, South Africa, 0184 Date: 11 March 2020 H.E. Antonio Guterres Secretary-General United Nations New York, NY 10017 USA Dear Mr. Secretary-General, RE: COMMITMENT TO JOIN THE UN GLOBAL COMPACT | am pleased to confirm that ADG Mobility supports the Ten Principles of the United Nations Global Compact on human rights, labour, environment and anti-corruption. With this communication, we express our intent to implement those principles. We are committed to making the UN Global Compact and its principles part of the strategy, culture and day-to- day operations of our company, and to engaging in collaborative projects which advance the broader development goals of the United Nations, particularly the Sustainable Development Goals. ADG Mobility will make a clear statement of this commitment to our stakeholders and the general public. We recognize that a key requirement for participation in the UN Global Compact is the annual submission of a Communication on Progress (COP) that describes our company s efforts to implement the Ten Principles. We support public accountability and transparency, and therefore commit to report on progress within one year of joining the UN Global Compact, and annually thereafter according to the UN Global Compact COP policy. Protected Mobility ADG MOBILITY PTY LTD | CO. 2012/167115/07 | DIRECTORS: Dr. S Nell c This includes: 1. A statement signed by the chief executive expressing continued support for the UN Global Compact and renewing our ongoing commitment to the initiative and its principles. This is separate from THIS initial letter of commitment to join the UN Global Compact. 2. A description of practical actions (i.e., disclosure of any relevant policies, procedures, activities) that the company has taken (or plans to undertake) to implement the UN Global Compact principles in each of the four issue areas (human rights, labour, environment, anti-corruption). 3. A measurement of outcomes (i.e. the degree to which targets/performance indicators were met, or other qualitative or quantitative measurements of results). Sincerely yours, Yuu cA Dr. Stefan Nell CEO: ADG Mobility ADG MOBILITY PTY LTD | CO. REG.: 2012/167115/07 | DIRECTORS: Dr S Nell c'"
57,SouthSouthNorth.pdf,1,"Promoting sustainable development; addressing climate change p SOUTH r Ny SOUTH NORTH 31 May 2018 H.E. Antonio Guterres Secretary-General United Nations New York, NY10017 USA Dear Mr. Secretary-General, RE: SouthSouthNorth s commitment to the UN Global Compact SouthSouthNorth (SSN) is a not-for-profit organisation that assists governments, the private sector and research institutions in understanding the economic, social and environmental choices that climate change presents. We collaborate extensively with partners who share our vision of sustainable development, capturing and sharing lessons as they emerge contributing to global knowledge on achieving climate-compatible development in practice. SSN supports the ten principles of the UN Global Compact with respect to human rights, labour, the environment and anti- corruption. With this commitment we experess our intent to support the Global Compact advancing these principles and will make a clear statement of this commitment to our stakeholders and the general public. As an organisation working on climate change and development issues, we commit to the following: * Participating in and engage with the UN Global Compact in South Africa and where possible participating in key global events * Integrating the 10 principles into the organisations internal policies and procedures. We recognise that a key requirement for participation in the Global Compact is the submission of a Communication on Engagement (COE) that describes SSN s efforts to support the implementation of the ten principles and to engage with the Global Compact. Yours faithfully WV \ Dr. Shehnaaz Moosa Director Tel: #27 214470211 | Fax: +27 214473198 | Email: info@southsouthnorth.org | www.southsouthnorth.org Physical Address: 55 Salt River Road, Salt River, Cape Town 7925, South Africa Postal: P.O.Box 12842, Mill Street, Gardens, Cape Town 8010, South Africa SouthSouthNorth Projects (Africa) Non-profit Company Reg No. 1996/009719/08, NPO Reg. No. 048364 Directors: Carl Wesselink, Cindy de Haan, Shehnaaz Moosa,, Stefan Raubenheimer, Webster Whande Associates: Danny Naidoo (Trustee), Emily Tyler, Hennie Bester (Trustee), c'"
58,South African Medical Research Council.pdf,1,"e Nv RCY OFFICE OF THE PRESIDENT 30 January 2019 H.E. Antonio Guterres Secretary-General United Nations New York, NY 10017 USA Dear Mr. Secretary General, am pleased to confirm that the South African Medical Research Council (SAMRC) supports the ten principles of the UN Global Compact with respect to human rights, labor, environment and anti-corruption. With this commitment, we express our intent to support the Global Compact advancing these principles and will make a clear statement of this commitment to our stakeholders and the general public. We also pledge to participate in and engage with the UN Global Compact in the following way(s) by participating in local chapter by attending meetings including webinars which offer an opportunity to learn, network and also influence the strategic direction of the country particularly on addressing Sustainable Development Goals (SDGs). | have delegated participation in the local chapter to Tirhani Manganyi (email: tirhani.manganyi@mrc.ac.za; Tel: +27123398521). We recognize that a key requirement for participation in the Global Compact is the submission of a Communication on Engagement (COE) that describes our organization s efforts to support the implementation of the ten principles and to engage with the Global Compact. We support public accountability and transparency, and therefore commit to report on progress within two years of joining the Global Compact and every two years thereafter according to the Global Compact COE policy. Yours sincer: Prof Glenda Gray President & CEO: South African Medical Research Council THE SOUTH AFRICAN MEDICAL RESEARCH COUNCIL c'"
59,Congretype Pty Ltd.pdf,2,"C Congretype Head office gretyp P.0.80x 11540 Green Eneroy Sclutions Unit 47, Sediba Plaze The Tremshed Hartebeespoort 126 0279 weww.congratye.co.z8 Office Telephone: +27 12 259 3899 0u Wapad Road, Hartebeespoort Fax: 0866857157 10 April 2019 Our Ref: RF 7994/17 H.E. Antonio Guterres Secretary-General United Nations New York, NY 10017 USA Dear Mr. Secretary-General, | am pleased to confirm that Congretype Green Energy Solutions supports the ten principles of the Global Compact with respect to human rights, labour, environment and anti-corruption. With this communication, we express our intent to advance those principles within our sphere of influence. We are committed to making the Global Compact and its principles part of the strategy, culture and day-to-day operations of our company, and to engaging in collaborative projects which advance the broader development goals of the United Nations, particularly the Sustainable Development Goals. Congretype Green Energy Solutions will make a clear statement of this commitment to our stakeholders and the general public. We recognize that a key requirement for participation in the Global Compact is the annual submission of a Communication on Progress (COP) that describes our company s efforts to implement the ten principles. We support public accountability and transparency, and therefore commit to report on progress within one year of joining the Global Compact, and annually thereafter according to the Global Compact COP policy. This includes: = Astatement signed by the chief executive expressing continued support for the Global Compact and renewing our ongoing commitment to the initiative and its principles. This is separate from our initial letter of commitment to join the Global Compact. = A description of practical actions (i.e., disclosure of any relevant policies, procedures, activities) that the company has taken (or plans to undertake) to implement the Global Compact principles in each of the four issue areas (human rights, labour, environment, anti- corruption). = A measurement of outcomes (i.e., the degree to which targets/performance indicators were met, or other qualitative or quantitative measurements of results). Yours Sincerely, For and on behalf of Congretype Pty Ltd. cea Name: Tendani Madondo Designation: Sustainability Programme Manager Contact: +27 66 423 6880 cCongretype Unie a7, Seciba Plaze Green Eneray Solutions Hartebeespoort 0279 Hartebeespoort Office Telephone: +27 12 259 3899 Certificate issued by the Registrar of Companies & Close Corporations on Thursday, March 04, 2010 08:64 Certificate of Confirmation P.0.B0x 11540 The Tramshed 0126 Fax: 0866857157 c'"
60,Sappi Limited.pdf,1,"Sappi Sappi Limited P.O Box 31560 2017 Braamfontein ; South Africa H E Ban Ki-moon Tel +27 (0)11 407 8218 Secretary-General Fax +27 (0)11 339 8297 United Nations www.sappi.com New York, NY 10017 USA Ralph Bo ttger Chief Executive Officer e-mail : participants@unglobalcompact.org ralph.boettger@sappi.com 13 May 2011 Dear Mr Secretary-General Sappi Limited joined the UN Global Compact on 25 March 2008. Subsequently, the Sappi annual sustainability reports were crafted so as to also comply with the Global Compact requirement for an annual Communication of Progress. Printed copies of these reports were submitted to the Global Compact Office in New York. Unfortunately, an administrative oversight meant that when the Global Compact changed its requirements for the valid submission of Communications of Progress, Sappi did not timeously respond and re-submit its| documentation via the online portal. This has lead to the unfortunate exclusion of Sappi Limited from the Global Compact. We have been in touch with the Global Compact Office, as well as the Global Compact country representative for South Africa, the NBI, and have been advised to resubmit a statement of our commitment to the Global Compact along with electronic copies of our previous Communications of Progress to enable Sappi s status to be corrected. | therefore wish to re-confirm that Sappi Limited supports the ten principles of the Global Compact with respect to human rights, labour, environment and anti-corruption. With this communication, | confirm that we have advanced those principles within our sphere of influence since originally joining the Global Compact in 2008. The Global Compact and its principles form part of the strategy, culture and day-to-day operations of our company, and we have, where feasible, engaged in collaborative efforts which advance the broader development goals of the United Nations, particularly the Millennium Development Goals. Sappi Limited has made clear statements of this commitment to our stakeholders and the general public since joining the Global Compact in 2008. We recognise that a key requirement for participation in the Global Compact is the annual submission of a Communication on Progress ( COP"") that describes our company s efforts to implement the ten principles. We support public accountability and transparency, and have therefore reported on progress each year since 2008 through the annual Sappi sustainability report. Yours sincerel; R J Bo ttger: Chief Executive Officer 1ib037/2011 Directors: Dr D Cronj (Chairman), Messrs R J Bo ttger (Chief Executive Officer), J E Healey (USA), N P Mageza, J D McKenzie, M V Moosa and MR Thompson, Drs D Konar and R Thummer (Austria), Mses K R Osar (USA) and B Radebe, Prof M Feldberg (USA), Sir A N R Rudd (UK) Sappi Ltd (Reg. no. 1936/008963/06) Secretaries Sappi Southem Africa (Pty) Ltd (Reg No 1951/003180/07) c'"
